workclass,race,sex,age,education_num,hours_per_week,capital_gain,data_source
 Federal-gov ,White,M,43.0,13.0,40.0,0,census_1994
Federal-gov,white, Male,46.0,10.0,40.0,0,census_1994
Self-emp-inc,Asian-Pac-Islander, Female,53.0,13.0,50.0,0,census_1994
Private,asian-pac-islander,Female,19.0,8.0,25.0,0,census_1994
 Federal-gov ,White,Female,47.0,13.0,50.0,0,census_1994
Private,  BLACK  ,M,34.0,9.0,40.0,0,census_1994
,White, Female,34.0,10.0,4.0,0,census_1994
private,  WHITE  ,MALE,48.0,10.0,48.0,"15,020",census_1994
local-gov,white,F,33.0,9.0,35.0,0,census_1994
Private,White,MALE,43.0,10.0,40.0,0,census_1994
  PRIVATE  ,White,female,34.0,12.0,35.0,0,census_1994
Private,  WHITE  , Female,58.0,4.0,33.0,0,census_1994
Private,White, Male,35.0,11.0,50.0,0,census_1994
  PRIVATE  ,White, Female,46.0,13.0,40.0,0,census_1994
Self-emp-not-inc,White,Male,34.0,10.0,40.0,0,census_1994
Private,White,FEMALE,26.0,7.0,36.0,"2,407",census_1994
private,White,Female,48.0,10.0,40.0,0,census_1994
  LOCAL-GOV  ,white,M,29.0,10.0,40.0,0,census_1994
 Private ,  WHITE  ,Male,46.0,13.0,40.0,0,census_1994
Private,white, Female,24.0,10.0,53.0,0,census_1994
,White, Male,62.0,4.0,50.0,"3,411",census_1994
Local-gov,White, Male,23.0,13.0,32.0,0,census_1994
,black, Male,35.0,10.0,30.0,0,census_1994
  PRIVATE  ,White,M,20.0,9.0,30.0,0,census_1994
Private,White, Male,38.0,9.0,40.0,0,census_1994
private,  BLACK  ,MALE,29.0,11.0,45.0,0,census_1994
private,White,male,36.0,10.0,44.0,0,census_1994
Private,  OTHER  ,M,20.0,9.0,40.0,0,census_1994
  LOCAL-GOV  ,White,MALE,45.0,13.0,35.0,0,census_1994
Private,White,MALE,21.0,9.0,40.0,0,census_1994
private,white,MALE,43.0,2.0,70.0,0,census_1994
Self-emp-not-inc,White,MALE,32.0,9.0,60.0,0,census_1994
Private,black,F,23.0,9.0,16.0,0,census_1994
 Private ,white,?,22.0,10.0,20.0,0,census_1994
  PRIVATE  , Black , Male,23.0,13.0,40.0,0,census_1994
self-emp-not-inc,white,,40.0,9.0,40.0,0,census_1994
Self-emp-inc,White,M,67.0,6.0,40.0,0,census_1994
Private,  WHITE  , Male,18.0,7.0,17.0,0,census_1994
 Private ,White,Male,24.0,8.0,30.0,0,census_1994
  PRIVATE  ,White,MALE,25.0,9.0,50.0,0,census_1994
Private,White,female,27.0,11.0,35.0,0,census_1994
Local-gov,white,male,43.0,15.0,45.0,"15,024",census_1994
Private,white,MALE,21.0,9.0,40.0,0,census_1994
Local-gov,White,Male,41.0,14.0,55.0,0,census_1994
 Self-emp-not-inc ,White,M,44.0,10.0,25.0,0,census_1994
 Private ,White,Male,64.0,10.0,40.0,0,census_1994
Private,White,Female,45.0,9.0,40.0,0,census_1994
Private,White,male,48.0,9.0,40.0,0,census_1994
Private,white,Male,28.0,12.0,65.0,0,census_1994
Private,Black,M,23.0,10.0,80.0,"2,202",census_1994
Private,White,male,17.0,6.0,30.0,0,census_1994
  SELF-EMP-NOT-INC  , White ,M,42.0,10.0,45.0,0,census_1994
Private,White,male,34.0,9.0,49.0,0,census_1994
  PRIVATE  ,White,female,25.0,13.0,40.0,0,census_1994
  PRIVATE  ,Black, Male,23.0,13.0,10.0,0,census_1994
,white,Male,61.0,12.0,2.0,0,census_1994
Self-emp-not-inc,White,MALE,31.0,13.0,50.0,0,census_1994
,Black,female,35.0,9.0,40.0,0,census_1994
Private,White,FEMALE,19.0,10.0,15.0,0,census_1994
Private, White ,M,46.0,13.0,55.0,0,census_1994
 Private ,Asian-Pac-Islander,male,47.0,13.0,65.0,"2,885",census_1994
Self-emp-inc,White,MALE,24.0,13.0,40.0,0,census_1994
Private,White,male,66.0,13.0,40.0,"10,605",census_1994
Self-emp-inc, White ,M,39.0,12.0,48.0,"5,178",census_1994
Local-gov,White,MALE,28.0,10.0,90.0,0,census_1994
Private,  WHITE  , Female,59.0,11.0,36.0,0,census_1994
Private,White,male,46.0,14.0,45.0,0,census_1994
Self-emp-inc,Asian-Pac-Islander,Male,53.0,16.0,40.0,0,census_1994
Private,  WHITE  ,female,36.0,10.0,40.0,0,census_1994
Private,White,Female,20.0,10.0,8.0,0,census_1994
private,White,Male,74.0,10.0,24.0,"6,418",census_1994
  PRIVATE  ,white,Male,53.0,10.0,40.0,0,census_1994
 Private ,Black, Female,20.0,10.0,20.0,0,census_1994
Private,White, Male,40.0,13.0,60.0,0,census_1994
Private,  WHITE  , Male,26.0,7.0,40.0,0,census_1994
Private,White,Female,36.0,11.0,40.0,0,census_1994
Private,White, Male,21.0,10.0,40.0,0,census_1994
Federal-gov,Amer-Indian-Eskimo,male,64.0,10.0,45.0,0,census_1994
Self-emp-not-inc,White, Male,71.0,9.0,3.0,"1,455",census_1994
Private,white,F,20.0,10.0,35.0,0,census_1994
Private,Black,Male,25.0,10.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,White,FEMALE,56.0,13.0,40.0,0,census_1994
State-gov,white,MALE,25.0,13.0,46.0,0,census_1994
 Private ,White,M,42.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White,Male,62.0,14.0,40.0,0,census_1994
 Private ,White,male,43.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,Female,28.0,13.0,40.0,0,census_1994
private,White,female,40.0,13.0,40.0,0,census_1994
Private,White, Male,33.0,10.0,40.0,0,census_1994
private,  WHITE  ,Female,17.0,7.0,18.0,"1,055",census_1994
Private,White,Female,22.0,13.0,60.0,0,census_1994
Private,White,Male,20.0,10.0,40.0,0,census_1994
Self-emp-not-inc,White,Male,49.0,9.0,70.0,0,census_1994
Private,white,Female,24.0,10.0,40.0,0,census_1994
private,  WHITE  ,FEMALE,23.0,9.0,40.0,0,census_1994
Private,white,MALE,23.0,3.0,55.0,0,census_1994
private,White,Male,52.0,10.0,40.0,0,census_1994
  PRIVATE  ,White,male,58.0,9.0,40.0,0,census_1994
self-emp-not-inc,White, Male,39.0,10.0,90.0,"2,829",census_1994
Private,White,male,33.0,13.0,55.0,0,census_1994
Private,White, Male,27.0,10.0,50.0,"3,103",census_1994
  PRIVATE  ,White,female,47.0,14.0,25.0,0,census_1994
  FEDERAL-GOV  ,  BLACK  ,female,64.0,13.0,40.0,0,census_1994
Private,asian-pac-islander,male,35.0,13.0,60.0,"7,688",census_1994
 Private ,White,FEMALE,33.0,14.0,50.0,0,census_1994
  SELF-EMP-NOT-INC  ,White,MALE,65.0,9.0,48.0,0,census_1994
Private, White ,MALE,44.0,10.0,35.0,0,census_1994
  PRIVATE  ,White,unknown,40.0,13.0,60.0,0,census_1994
State-gov,White, Male,33.0,6.0,40.0,0,census_1994
Private,  WHITE  ,Female,50.0,13.0,50.0,0,census_1994
Private,white,Female,20.0,9.0,40.0,0,census_1994
state-gov,White,Male,22.0,10.0,25.0,0,census_1994
Self-emp-not-inc,White,M,49.0,4.0,40.0,0,census_1994
Private,White,female,36.0,9.0,40.0,0,census_1994
Private,  WHITE  ,M,28.0,13.0,40.0,0,census_1994
Private,  WHITE  ,male,25.0,9.0,40.0,0,census_1994
 Private ,White,Female,32.0,10.0,20.0,0,census_1994
  PRIVATE  ,White,FEMALE,57.0,15.0,40.0,0,census_1994
Self-emp-not-inc,  WHITE  ,unknown,47.0,13.0,60.0,0,census_1994
private,White,MALE,26.0,9.0,53.0,0,census_1994
Private,black,M,21.0,10.0,40.0,0,census_1994
  PRIVATE  ,white,Female,21.0,9.0,40.0,0,census_1994
Local-gov,Black,F,63.0,13.0,21.0,0,census_1994
Private,White,MALE,24.0,13.0,40.0,0,census_1994
Private,Black,male,36.0,9.0,45.0,0,census_1994
Private,white, Male,32.0,9.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  , Male,58.0,2.0,40.0,0,census_1994
Private,white,F,35.0,6.0,38.0,0,census_1994
Private,White,male,61.0,14.0,60.0,0,census_1994
private,White,MALE,28.0,8.0,40.0,0,census_1994
private,White,Male,59.0,9.0,50.0,0,census_1994
 Private ,White,MALE,19.0,10.0,35.0,"2,176",census_1994
Local-gov,White,MALE,42.0,13.0,40.0,"5,178",census_1994
Self-emp-not-inc,White,M,60.0,5.0,84.0,0,census_1994
Private,  BLACK  ,Male,34.0,9.0,40.0,0,census_1994
private,White,female,42.0,11.0,40.0,0,census_1994
Private,  BLACK  ,Male,40.0,9.0,40.0,0,census_1994
private,White, Male,45.0,11.0,35.0,0,census_1994
Private,White,unknown,51.0,9.0,40.0,0,census_1994
Private,Asian-Pac-Islander,male,22.0,10.0,278.0,0,census_1994
  PRIVATE  , White ,FEMALE,35.0,12.0,40.0,0,census_1994
Self-emp-not-inc,  WHITE  ,Male,49.0,5.0,40.0,0,census_1994
  PRIVATE  ,White,M,20.0,9.0,40.0,0,census_1994
Private,  WHITE  ,,35.0,5.0,40.0,0,census_1994
Private,White, Female,38.0,11.0,36.0,0,census_1994
 Private ,white,male,27.0,10.0,45.0,0,census_1994
  PRIVATE  ,  WHITE  ,Male,21.0,10.0,210.0,0,census_1994
Private,White, Male,27.0,10.0,48.0,0,census_1994
Self-emp-not-inc,Black,MALE,60.0,9.0,50.0,0,census_1994
  PRIVATE  ,black,M,44.0,10.0,40.0,0,census_1994
Self-emp-inc,White, Male,41.0,13.0,65.0,"99,999",census_1994
Private,  WHITE  , Female,39.0,13.0,50.0,0,census_1994
Private,  WHITE  , Male,46.0,7.0,30.0,0,census_1994
Private,white, Female,23.0,13.0,40.0,0,census_1994
Private,White,M,41.0,9.0,40.0,0,census_1994
Federal-gov,white,male,30.0,10.0,48.0,"7,298",census_1994
Private,White,FEMALE,35.0,11.0,42.0,0,census_1994
Private, White , Male,41.0,9.0,40.0,0,census_1994
Private,white,Male,33.0,13.0,40.0,0,census_1994
Private,  WHITE  , Female,17.0,7.0,12.0,0,census_1994
Local-gov,white,M,37.0,13.0,40.0,0,census_1994
,  WHITE  , Male,53.0,4.0,35.0,0,census_1994
Private,  WHITE  ,male,21.0,9.0,40.0,0,census_1994
Private,White, Male,24.0,9.0,40.0,0,census_1994
Self-emp-inc,  WHITE  , Male,28.0,9.0,45.0,0,census_1994
Private,  WHITE  ,,40.0,10.0,35.0,0,census_1994
 Private ,  WHITE  ,Male,29.0,6.0,43.0,0,census_1994
private,White,MALE,30.0,7.0,40.0,0,census_1994
Private,  WHITE  ,FEMALE,37.0,10.0,40.0,0,census_1994
  PRIVATE  ,Asian-Pac-Islander,M,19.0,11.0,20.0,0,census_1994
  SELF-EMP-INC  ,  WHITE  ,male,37.0,12.0,50.0,0,census_1994
Private,Other,FEMALE,130.0,9.0,40.0,0,census_1994
local-gov,  WHITE  ,F,62.0,13.0,48.0,0,census_1994
 Private ,White,M,45.0,10.0,45.0,0,census_1994
  SELF-EMP-INC  ,  WHITE  ,?,-9.0,9.0,40.0,0,census_1994
Private,White,FEMALE,54.0,10.0,40.0,0,census_1994
Private,white,Male,24.0,8.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  ,FEMALE,31.0,10.0,60.0,0,census_1994
  SELF-EMP-NOT-INC  ,  WHITE  , Male,42.0,10.0,40.0,0,census_1994
Private, White , Male,31.0,13.0,35.0,0,census_1994
  PRIVATE  ,  WHITE  ,male,53.0,10.0,60.0,0,census_1994
Private,White,Female,35.0,13.0,40.0,0,census_1994
Private,white,Male,67.0,4.0,24.0,0,census_1994
  SELF-EMP-NOT-INC  ,  WHITE  , Male,23.0,10.0,35.0,0,census_1994
Private, White ,MALE,58.0,13.0,40.0,0,census_1994
Private,White,MALE,40.0,4.0,40.0,"4,064",census_1994
,white,Male,56.0,14.0,40.0,0,census_1994
private,White,Male,45.0,9.0,44.0,0,census_1994
 Private ,White,M,40.0,14.0,60.0,0,census_1994
 Private ,White,male,20.0,6.0,40.0,0,census_1994
 Private ,black,Male,26.0,14.0,50.0,"6,849",census_1994
Private,  BLACK  , Male,54.0,9.0,40.0,0,census_1994
Private,  WHITE  ,F,36.0,10.0,40.0,0,census_1994
Private,white,Male,28.0,9.0,40.0,"2,354",census_1994
Self-emp-not-inc,Black,male,42.0,9.0,25.0,0,census_1994
Private,white,F,37.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White, Male,37.0,9.0,35.0,0,census_1994
Private,White, Male,31.0,9.0,70.0,0,census_1994
Private,White,MALE,65.0,10.0,50.0,"11,678",census_1994
private,  WHITE  ,Male,37.0,12.0,55.0,0,census_1994
Self-emp-inc,  WHITE  ,Male,39.0,10.0,84.0,0,census_1994
Private,  AMER-INDIAN-ESKIMO  ,F,18.0,6.0,40.0,0,census_1994
Private,white, Male,59.0,9.0,40.0,0,census_1994
State-gov, White ,MALE,42.0,13.0,52.0,0,census_1994
Private, White , Female,32.0,13.0,45.0,0,census_1994
private,White,F,39.0,10.0,35.0,0,census_1994
Private, White , Male,18.0,10.0,15.0,0,census_1994
, White ,FEMALE,33.0,11.0,40.0,0,census_1994
Federal-gov,White,M,38.0,9.0,45.0,0,census_1994
Private,White,female,41.0,10.0,48.0,0,census_1994
Private,white,MALE,27.0,9.0,50.0,"3,137",census_1994
private,white,Male,63.0,13.0,45.0,"15,024",census_1994
 Private ,Amer-Indian-Eskimo,female,56.0,9.0,35.0,0,census_1994
Private,White,Female,42.0,10.0,32.0,0,census_1994
private,White, Female,44.0,9.0,40.0,0,census_1994
Private,  WHITE  ,,21.0,9.0,35.0,0,census_1994
Self-emp-not-inc,White,male,57.0,12.0,40.0,0,census_1994
State-gov,White, Male,28.0,9.0,40.0,0,census_1994
Private,  WHITE  ,Male,32.0,9.0,42.0,0,census_1994
Private,White,Male,24.0,13.0,10.0,0,census_1994
Private,White,MALE,64.0,9.0,40.0,0,census_1994
Private,White,FEMALE,37.0,14.0,8.0,0,census_1994
Private,White, Male,46.0,10.0,45.0,"7,298",census_1994
Private,white,MALE,39.0,9.0,30.0,0,census_1994
  PRIVATE  ,  WHITE  , Male,33.0,14.0,50.0,0,census_1994
private,White, Male,42.0,10.0,52.0,0,census_1994
  PRIVATE  ,  WHITE  , Female,38.0,13.0,56.0,0,census_1994
Private,White,,26.0,9.0,40.0,0,census_1994
Private,White,FEMALE,35.0,10.0,40.0,0,census_1994
Local-gov,White,Female,54.0,9.0,40.0,0,census_1994
Private,White,male,45.0,9.0,40.0,0,census_1994
private,White,M,36.0,7.0,50.0,0,census_1994
private,White, Female,55.0,9.0,40.0,0,census_1994
 Self-emp-not-inc ,White,MALE,71.0,9.0,15.0,0,census_1994
Private,white,male,27.0,11.0,65.0,"10,520",census_1994
Federal-gov,white,F,42.0,9.0,40.0,0,census_1994
private,  WHITE  ,M,24.0,9.0,40.0,0,census_1994
Private,  WHITE  ,male,21.0,9.0,24.0,0,census_1994
Private,white,MALE,40.0,6.0,40.0,0,census_1994
Private,White,Female,44.0,10.0,32.0,0,census_1994
Federal-gov,white,unknown,48.0,9.0,40.0,0,census_1994
local-gov,Black,F,41.0,10.0,40.0,0,census_1994
Private,white, Male,41.0,9.0,40.0,0,census_1994
Private,  WHITE  ,Male,52.0,10.0,84.0,0,census_1994
,White,MALE,18.0,10.0,33.0,0,census_1994
 Private ,white,M,38.0,10.0,55.0,0,census_1994
Private,White,female,35.0,9.0,40.0,0,census_1994
  SELF-EMP-INC  ,White,Male,19.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,unknown,44.0,13.0,40.0,0,census_1994
Private,White,Female,38.0,10.0,40.0,0,census_1994
 Private ,white,F,46.0,6.0,25.0,0,census_1994
Private, White ,FEMALE,47.0,9.0,40.0,0,census_1994
private,White,male,37.0,14.0,45.0,0,census_1994
Private,White,male,42.0,9.0,50.0,0,census_1994
Private,  WHITE  ,Male,25.0,13.0,50.0,0,census_1994
Private,  WHITE  ,male,31.0,8.0,32.0,0,census_1994
Federal-gov,White,MALE,41.0,14.0,60.0,0,census_1994
  PRIVATE  ,White,male,49.0,13.0,40.0,0,census_1994
Private,white,MALE,39.0,12.0,50.0,0,census_1994
Private,white, Male,35.0,9.0,40.0,0,census_1994
private,White,F,46.0,13.0,37.0,0,census_1994
 Private ,White,F,34.0,10.0,40.0,0,census_1994
Self-emp-not-inc,White,F,35.0,13.0,55.0,0,census_1994
local-gov,  WHITE  ,FEMALE,62.0,16.0,40.0,0,census_1994
 Private ,White,female,27.0,4.0,50.0,0,census_1994
local-gov,Asian-Pac-Islander,MALE,20.0,9.0,10.0,0,census_1994
 Private ,  WHITE  ,Male,39.0,10.0,55.0,0,census_1994
State-gov,White,Male,41.0,13.0,40.0,0,census_1994
, White ,male,59.0,9.0,60.0,"2,407",census_1994
  FEDERAL-GOV  ,White, Male,52.0,9.0,40.0,"7,298",census_1994
Private,White,Male,44.0,13.0,50.0,0,census_1994
Private,White, Male,36.0,9.0,40.0,0,census_1994
Private,  WHITE  ,MALE,42.0,9.0,40.0,"3,325",census_1994
private,White,FEMALE,18.0,8.0,25.0,0,census_1994
Private,White,F,19.0,10.0,40.0,0,census_1994
,white,FEMALE,21.0,9.0,40.0,0,census_1994
 Local-gov ,white,?,39.0,13.0,40.0,0,census_1994
Private,Other,Female,32.0,10.0,70.0,0,census_1994
Self-emp-not-inc,White,unknown,47.0,14.0,50.0,0,census_1994
private,Black,FEMALE,25.0,9.0,40.0,0,census_1994
Self-emp-inc,White, Female,34.0,11.0,40.0,0,census_1994
Private,White,male,27.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White,male,19.0,9.0,53.0,0,census_1994
Private,  WHITE  ,M,25.0,9.0,30.0,0,census_1994
Federal-gov,  WHITE  ,F,46.0,10.0,40.0,0,census_1994
  PRIVATE  , White ,male,61.0,9.0,40.0,0,census_1994
  PRIVATE  , Black ,male,23.0,9.0,45.0,0,census_1994
Private,  WHITE  ,M,30.0,7.0,40.0,0,census_1994
Private,  WHITE  ,FEMALE,56.0,9.0,40.0,0,census_1994
Private,White, Male,39.0,10.0,47.0,0,census_1994
, Other ,Male,59.0,10.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  ,FEMALE,42.0,12.0,24.0,0,census_1994
  SELF-EMP-NOT-INC  ,  WHITE  , Male,33.0,10.0,40.0,0,census_1994
,white,FEMALE,64.0,9.0,24.0,0,census_1994
Self-emp-not-inc,  WHITE  ,female,36.0,10.0,35.0,0,census_1994
local-gov,Black,unknown,18.0,6.0,40.0,0,census_1994
state-gov,White,unknown,38.0,13.0,40.0,0,census_1994
Private,White,male,56.0,9.0,45.0,0,census_1994
Private,  WHITE  ,FEMALE,21.0,9.0,40.0,0,census_1994
Self-emp-not-inc, White ,M,63.0,13.0,20.0,0,census_1994
 Private ,Black,MALE,25.0,7.0,40.0,0,census_1994
 Private ,White,,25.0,13.0,40.0,0,census_1994
Federal-gov,White,unknown,39.0,13.0,45.0,0,census_1994
 Private ,White,Male,44.0,13.0,60.0,0,census_1994
, Amer-Indian-Eskimo ,Female,23.0,11.0,30.0,0,census_1994
Self-emp-not-inc,White,MALE,51.0,13.0,50.0,"99,999",census_1994
  SELF-EMP-NOT-INC  ,White,M,29.0,6.0,35.0,0,census_1994
Private,White, Male,44.0,10.0,38.0,0,census_1994
,White, Male,71.0,16.0,10.0,0,census_1994
 Private ,Amer-Indian-Eskimo,female,45.0,14.0,36.0,0,census_1994
  PRIVATE  ,  WHITE  ,male,51.0,13.0,40.0,0,census_1994
Private,  WHITE  ,FEMALE,57.0,13.0,45.0,0,census_1994
Private,White,F,37.0,10.0,25.0,0,census_1994
Private,  WHITE  ,Male,39.0,11.0,38.0,0,census_1994
 Private ,White,M,27.0,9.0,40.0,0,census_1994
Private,White,Male,53.0,9.0,45.0,0,census_1994
 Local-gov ,White,male,55.0,9.0,15.0,0,census_1994
,white,MALE,21.0,10.0,40.0,0,census_1994
private,  WHITE  ,male,54.0,9.0,40.0,0,census_1994
 Self-emp-not-inc ,White,male,67.0,13.0,40.0,0,census_1994
 Local-gov , Black ,FEMALE,30.0,13.0,40.0,0,census_1994
,  WHITE  ,Female,29.0,13.0,4.0,0,census_1994
  PRIVATE  ,White,M,46.0,9.0,50.0,0,census_1994
  PRIVATE  ,white, Female,65.0,13.0,40.0,0,census_1994
  PRIVATE  ,White,MALE,50.0,6.0,38.0,0,census_1994
  PRIVATE  ,White,MALE,18.0,6.0,11.0,0,census_1994
State-gov,white,unknown,52.0,9.0,40.0,0,census_1994
State-gov, White ,male,50.0,9.0,40.0,0,census_1994
Private,  WHITE  , Female,35.0,9.0,48.0,0,census_1994
Private, White , Male,41.0,13.0,55.0,0,census_1994
Private,  OTHER  ,MALE,28.0,14.0,30.0,0,census_1994
 Self-emp-not-inc ,  WHITE  ,Male,50.0,10.0,55.0,0,census_1994
  PRIVATE  ,White,M,57.0,3.0,40.0,"6,497",census_1994
Self-emp-not-inc,Amer-Indian-Eskimo,?,30.0,10.0,55.0,0,census_1994
Private,White, Male,67.0,13.0,45.0,0,census_1994
Private,white,MALE,57.0,13.0,40.0,"7,298",census_1994
  PRIVATE  ,White,MALE,17.0,6.0,8.0,0,census_1994
Private,  BLACK  ,female,30.0,10.0,40.0,0,census_1994
Private,  WHITE  , Male,31.0,9.0,40.0,0,census_1994
Self-emp-not-inc,Asian-Pac-Islander,Female,37.0,9.0,70.0,0,census_1994
Self-emp-not-inc,White,Male,37.0,9.0,40.0,0,census_1994
Private,White, Male,17.0,6.0,25.0,0,census_1994
,white,female,69.0,11.0,1.0,0,census_1994
Private,  WHITE  ,Male,41.0,10.0,35.0,0,census_1994
Private,White,male,33.0,9.0,48.0,0,census_1994
Private,  WHITE  , Male,59.0,14.0,40.0,0,census_1994
private,White,F,20.0,10.0,25.0,0,census_1994
Private,Other,MALE,42.0,6.0,43.0,0,census_1994
  SELF-EMP-NOT-INC  , White ,MALE,48.0,9.0,40.0,0,census_1994
Federal-gov,White,F,42.0,13.0,40.0,0,census_1994
Private,White,Male,23.0,10.0,40.0,0,census_1994
State-gov,Asian-Pac-Islander, Male,30.0,14.0,17.0,0,census_1994
Private,Black,Female,25.0,13.0,40.0,0,census_1994
Private,White,MALE,23.0,9.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,white,Male,51.0,13.0,45.0,0,census_1994
private,White,MALE,36.0,10.0,40.0,0,census_1994
 Private , White , Female,27.0,9.0,30.0,0,census_1994
Private,  WHITE  ,F,53.0,9.0,26.0,0,census_1994
 Private ,  WHITE  , Male,32.0,10.0,40.0,0,census_1994
Private,White,Female,69.0,7.0,40.0,0,census_1994
  PRIVATE  ,Black,unknown,30.0,9.0,25.0,0,census_1994
State-gov,White,F,49.0,13.0,40.0,0,census_1994
 Private ,Black,M,51.0,8.0,40.0,0,census_1994
private,White,male,31.0,5.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  , Male,76.0,4.0,30.0,0,census_1994
local-gov, White ,M,72.0,9.0,10.0,"2,290",census_1994
Private,White,female,20.0,10.0,25.0,0,census_1994
  PRIVATE  ,White,FEMALE,32.0,9.0,40.0,0,census_1994
private, White ,Female,46.0,9.0,40.0,0,census_1994
,White, Female,27.0,10.0,25.0,0,census_1994
Private,White, Male,59.0,13.0,60.0,0,census_1994
self-emp-not-inc, White ,Female,18.0,10.0,50.0,0,census_1994
Private,White, Male,41.0,9.0,42.0,"7,688",census_1994
Private,Other,M,32.0,13.0,40.0,0,census_1994
self-emp-not-inc,  WHITE  ,male,69.0,5.0,40.0,0,census_1994
Self-emp-inc,White,MALE,25.0,11.0,55.0,0,census_1994
Private,White,FEMALE,40.0,9.0,40.0,0,census_1994
Private,  WHITE  , Male,41.0,14.0,40.0,0,census_1994
Private,  WHITE  , Male,25.0,7.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  , Male,22.0,10.0,40.0,0,census_1994
Private,Black,F,28.0,11.0,40.0,0,census_1994
private, White ,male,38.0,9.0,40.0,0,census_1994
Private,White,male,22.0,10.0,40.0,0,census_1994
private,White,FEMALE,23.0,9.0,40.0,0,census_1994
Self-emp-inc,White,MALE,57.0,15.0,36.0,0,census_1994
Private,White,Female,65.0,13.0,40.0,0,census_1994
Private,  WHITE  ,MALE,44.0,9.0,30.0,0,census_1994
private,  WHITE  ,female,26.0,9.0,15.0,0,census_1994
Private,White,male,42.0,9.0,40.0,0,census_1994
 Federal-gov ,White,MALE,65.0,10.0,48.0,0,census_1994
  PRIVATE  ,White,M,53.0,9.0,40.0,0,census_1994
Private,  WHITE  ,male,36.0,14.0,50.0,0,census_1994
Self-emp-not-inc,  WHITE  ,FEMALE,59.0,9.0,42.0,0,census_1994
Private,Black, Female,40.0,9.0,40.0,0,census_1994
Private,White,unknown,27.0,13.0,40.0,0,census_1994
Private,Black,male,30.0,9.0,40.0,0,census_1994
,White,FEMALE,22.0,10.0,20.0,0,census_1994
Private,White, Female,29.0,9.0,45.0,0,census_1994
Private,White,female,31.0,9.0,25.0,0,census_1994
private,White,male,22.0,9.0,50.0,0,census_1994
Private,White,F,38.0,9.0,40.0,0,census_1994
  PRIVATE  , Asian-Pac-Islander ,female,30.0,9.0,40.0,0,census_1994
Private,White,MALE,27.0,6.0,40.0,0,census_1994
Self-emp-inc,White,male,60.0,9.0,40.0,0,census_1994
Private,white,Female,23.0,9.0,40.0,0,census_1994
 Private ,White,M,18.0,6.0,27.0,0,census_1994
Private,Black, Female,27.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,MALE,39.0,13.0,50.0,0,census_1994
Private,White,male,56.0,14.0,40.0,0,census_1994
  PRIVATE  , White ,male,37.0,14.0,55.0,0,census_1994
Private,white, Male,42.0,10.0,50.0,0,census_1994
Private,White,Male,32.0,9.0,40.0,0,census_1994
private,  AMER-INDIAN-ESKIMO  ,male,22.0,7.0,40.0,0,census_1994
Private,White,FEMALE,29.0,15.0,55.0,0,census_1994
,White,Female,31.0,7.0,20.0,0,census_1994
Private,White,M,50.0,13.0,40.0,0,census_1994
private,White,Male,59.0,9.0,40.0,0,census_1994
Self-emp-not-inc,  WHITE  ,FEMALE,28.0,13.0,48.0,0,census_1994
 Federal-gov ,White,Male,37.0,10.0,40.0,0,census_1994
Private,White,M,56.0,9.0,43.0,0,census_1994
Private,White, Female,42.0,5.0,40.0,0,census_1994
private,white,Female,21.0,12.0,30.0,0,census_1994
Self-emp-inc,White,Male,51.0,7.0,60.0,0,census_1994
 Private ,White,male,55.0,9.0,40.0,0,census_1994
 Private , White ,male,38.0,9.0,50.0,0,census_1994
Private,White,male,34.0,9.0,40.0,0,census_1994
 Private ,White,M,33.0,11.0,40.0,0,census_1994
 Private ,Asian-Pac-Islander,MALE,54.0,15.0,40.0,0,census_1994
Private,White,FEMALE,29.0,11.0,45.0,0,census_1994
Federal-gov,White,male,45.0,16.0,40.0,0,census_1994
State-gov,White,M,51.0,16.0,30.0,0,census_1994
Private,White,male,34.0,7.0,40.0,0,census_1994
Private,White, Male,67.0,9.0,60.0,0,census_1994
  PRIVATE  ,white,Male,50.0,10.0,40.0,0,census_1994
private,white,unknown,23.0,13.0,40.0,0,census_1994
 Private ,White,Male,26.0,9.0,60.0,0,census_1994
self-emp-not-inc,White,MALE,33.0,13.0,40.0,0,census_1994
,  WHITE  ,unknown,52.0,9.0,35.0,0,census_1994
private,Asian-Pac-Islander,M,42.0,16.0,40.0,0,census_1994
private,White,Male,49.0,13.0,55.0,0,census_1994
Self-emp-not-inc,White,male,46.0,13.0,50.0,0,census_1994
Private,White,male,32.0,9.0,50.0,0,census_1994
Private,White, Female,48.0,9.0,37.0,0,census_1994
self-emp-inc,White,male,39.0,13.0,40.0,0,census_1994
Federal-gov,White,?,47.0,9.0,40.0,0,census_1994
  PRIVATE  ,White,Female,57.0,9.0,38.0,0,census_1994
