workclass,race,sex,age,education_num,hours_per_week,capital_gain
Private,Other,Male,53.0,9.0,60.0,0.0
Private,White,Male,32.0,15.0,25.0,0.0
Private,White,Male,35.0,9.0,40.0,0.0
Local-gov,White,Female,27.0,12.0,40.0,0.0
Private,White,Male,41.0,9.0,40.0,0.0
Local-gov,White,Female,25.0,13.0,50.0,0.0
Private,White,Female,25.0,9.0,40.0,0.0
Private,White,Male,42.0,10.0,45.0,7298.0
Private,White,Male,32.0,9.0,40.0,0.0
Private,Black,Female,39.0,8.0,48.0,0.0
Local-gov,White,Male,49.0,10.0,48.0,0.0
Local-gov,Black,Male,33.0,13.0,52.0,0.0
Private,White,Female,59.0,12.0,40.0,0.0
Private,White,Female,22.0,10.0,20.0,0.0
Private,Asian-Pac-Islander,Male,41.0,11.0,60.0,7298.0
Private,Black,Male,37.0,9.0,40.0,0.0
Private,White,Male,29.0,10.0,40.0,0.0
Private,White,Female,39.0,10.0,24.0,0.0
Private,White,Male,28.0,10.0,40.0,0.0
Private,White,Male,59.0,9.0,42.0,0.0
Private,White,Male,51.0,9.0,40.0,3103.0
Self-emp-not-inc,White,Female,39.0,13.0,50.0,0.0
Private,White,Male,46.0,9.0,40.0,0.0
State-gov,White,Female,50.0,9.0,37.0,0.0
Self-emp-not-inc,White,Female,41.0,13.0,40.0,0.0
Private,White,Male,57.0,9.0,45.0,0.0
Private,Black,Male,39.0,9.0,40.0,0.0
Private,White,Male,17.0,5.0,16.0,0.0
Private,White,Male,38.0,13.0,40.0,0.0
Private,White,Male,45.0,11.0,38.0,4386.0
Local-gov,White,Male,45.0,9.0,40.0,0.0
Private,White,Male,19.0,7.0,12.0,0.0
Self-emp-inc,White,Male,50.0,15.0,75.0,0.0
Private,White,Female,28.0,13.0,45.0,0.0
State-gov,White,Male,39.0,13.0,40.0,0.0
Self-emp-not-inc,White,Male,36.0,9.0,70.0,0.0
Private,White,Male,24.0,9.0,50.0,2885.0
Private,Black,Male,24.0,9.0,40.0,0.0
Private,White,Male,55.0,13.0,40.0,0.0
Private,White,Male,29.0,9.0,40.0,0.0
Private,White,Male,20.0,10.0,16.0,0.0
Private,White,Male,20.0,10.0,45.0,0.0
Self-emp-not-inc,White,Male,36.0,9.0,99.0,0.0
Private,White,Female,45.0,10.0,45.0,0.0
Private,White,Male,27.0,10.0,40.0,0.0
Private,White,Male,29.0,11.0,43.0,0.0
Private,Black,Male,34.0,9.0,40.0,0.0
Local-gov,White,Male,45.0,14.0,40.0,0.0
Local-gov,White,Male,43.0,8.0,,0.0
Self-emp-not-inc,White,Male,63.0,9.0,40.0,0.0
Private,Black,Male,44.0,9.0,32.0,0.0
Private,White,Male,44.0,12.0,40.0,0.0
Private,White,Female,22.0,9.0,20.0,0.0
Private,Black,Female,22.0,10.0,30.0,0.0
Private,White,Female,21.0,10.0,40.0,0.0
Private,White,Male,23.0,13.0,40.0,0.0
Private,White,Male,36.0,14.0,50.0,13550.0
Private,White,Male,38.0,11.0,50.0,0.0
Federal-gov,White,Male,29.0,13.0,48.0,0.0
Private,Black,Male,81.0,9.0,20.0,0.0
Private,White,Male,46.0,13.0,60.0,0.0
Private,White,Male,55.0,9.0,40.0,0.0
Self-emp-not-inc,White,Male,66.0,12.0,30.0,2290.0
Self-emp-inc,White,Male,53.0,9.0,80.0,0.0
Local-gov,White,Male,36.0,10.0,55.0,0.0
Private,White,Male,42.0,6.0,50.0,0.0
Private,White,Female,34.0,7.0,40.0,0.0
Private,White,Male,18.0,8.0,30.0,0.0
Self-emp-not-inc,White,Male,62.0,14.0,40.0,0.0
Private,White,Male,41.0,15.0,65.0,99999.0
Private,White,Male,32.0,9.0,30.0,0.0
Private,Asian-Pac-Islander,Male,23.0,14.0,50.0,0.0
Private,White,Female,39.0,13.0,50.0,0.0
Private,White,Male,44.0,4.0,40.0,0.0
Private,White,Male,36.0,9.0,40.0,0.0
Private,White,Male,36.0,3.0,40.0,0.0
Private,Black,Female,49.0,10.0,40.0,0.0
Private,White,Male,20.0,3.0,40.0,0.0
Private,White,Male,31.0,9.0,50.0,0.0
Private,White,Male,35.0,10.0,50.0,0.0
Self-emp-not-inc,White,Male,32.0,9.0,40.0,4064.0
Private,White,Male,35.0,9.0,45.0,0.0
Private,White,Female,64.0,9.0,8.0,0.0
Private,White,Male,40.0,6.0,40.0,0.0
Private,White,Male,20.0,9.0,30.0,0.0
Self-emp-not-inc,White,Male,38.0,9.0,40.0,4064.0
Private,White,Male,30.0,11.0,,0.0
Private,White,Female,51.0,10.0,40.0,0.0
Private,White,Male,56.0,10.0,60.0,4416.0
Private,White,Female,19.0,10.0,25.0,0.0
Private,White,Male,46.0,15.0,90.0,0.0
Private,White,Female,25.0,10.0,25.0,0.0
Private,White,Female,21.0,9.0,45.0,0.0
Private,Black,Female,31.0,10.0,40.0,0.0
Private,White,Female,39.0,10.0,45.0,0.0
Private,White,Female,23.0,13.0,46.0,0.0
Private,White,Male,32.0,6.0,40.0,0.0
Private,Asian-Pac-Islander,Female,19.0,9.0,40.0,0.0
Private,White,Male,27.0,9.0,45.0,0.0
Private,White,Male,37.0,9.0,40.0,0.0
Local-gov,White,Male,34.0,9.0,40.0,0.0
Private,Black,Female,26.0,13.0,40.0,0.0
State-gov,Asian-Pac-Islander,Male,59.0,15.0,40.0,0.0
Private,White,Male,17.0,6.0,40.0,0.0
State-gov,White,Female,24.0,13.0,10.0,0.0
Self-emp-not-inc,White,Male,41.0,10.0,40.0,0.0
Private,White,Male,49.0,4.0,40.0,0.0
Private,White,Male,52.0,9.0,40.0,0.0
Private,White,Male,29.0,10.0,40.0,0.0
Private,White,Female,69.0,9.0,38.0,0.0
Private,White,Male,58.0,9.0,55.0,0.0
Private,White,Male,35.0,11.0,50.0,0.0
Private,White,Male,33.0,7.0,45.0,0.0
Private,Black,Male,54.0,6.0,40.0,0.0
Private,White,Male,43.0,10.0,60.0,0.0
Private,White,Female,46.0,9.0,30.0,0.0
Local-gov,White,Male,30.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Male,32.0,8.0,40.0,0.0
Private,White,Male,18.0,7.0,15.0,0.0
Private,White,Male,28.0,9.0,50.0,0.0
Local-gov,White,Female,48.0,14.0,80.0,0.0
Private,White,Male,24.0,9.0,45.0,0.0
Private,White,Male,36.0,9.0,40.0,0.0
Private,White,Male,40.0,9.0,40.0,0.0
Private,White,Female,44.0,9.0,40.0,0.0
Private,White,Male,38.0,9.0,40.0,0.0
Private,White,Male,32.0,9.0,50.0,0.0
Private,White,Male,57.0,6.0,40.0,0.0
Private,White,Female,30.0,13.0,35.0,0.0
Private,White,Female,20.0,9.0,38.0,0.0
Private,Asian-Pac-Islander,Male,50.0,11.0,40.0,0.0
Private,White,Male,48.0,7.0,40.0,0.0
Private,White,Male,23.0,13.0,50.0,0.0
Self-emp-inc,White,Female,41.0,10.0,40.0,0.0
Private,White,Male,36.0,9.0,45.0,0.0
Local-gov,Black,Female,44.0,13.0,36.0,0.0
Private,White,Female,62.0,4.0,35.0,0.0
Private,White,Female,29.0,10.0,40.0,0.0
Local-gov,White,Male,31.0,13.0,40.0,0.0
Private,Black,Male,33.0,9.0,55.0,5178.0
State-gov,White,Female,21.0,10.0,20.0,0.0
Private,White,Female,17.0,7.0,10.0,0.0
Private,White,Male,27.0,10.0,45.0,0.0
Private,White,Male,24.0,9.0,40.0,0.0
Private,White,Female,25.0,10.0,40.0,0.0
Private,White,Male,31.0,9.0,50.0,0.0
Private,White,Female,30.0,15.0,45.0,0.0
Private,White,Male,64.0,13.0,40.0,0.0
Private,White,Male,26.0,9.0,40.0,0.0
Private,Other,Male,33.0,5.0,40.0,0.0
Private,White,Female,21.0,9.0,20.0,0.0
Private,White,Female,35.0,11.0,40.0,14344.0
Private,White,Male,35.0,9.0,40.0,0.0
Local-gov,White,Female,46.0,14.0,43.0,0.0
Private,Black,Female,29.0,9.0,40.0,0.0
Private,Asian-Pac-Islander,Female,26.0,10.0,40.0,0.0
Private,White,Male,37.0,13.0,50.0,0.0
Private,White,Female,41.0,14.0,38.0,10520.0
Private,White,Male,33.0,12.0,45.0,0.0
Private,White,Female,22.0,9.0,40.0,0.0
Local-gov,White,Male,46.0,10.0,40.0,0.0
State-gov,White,Female,51.0,9.0,40.0,3908.0
Local-gov,White,Male,49.0,10.0,40.0,7298.0
Private,White,Male,62.0,13.0,50.0,0.0
Private,Black,Female,32.0,6.0,37.0,0.0
Private,White,Male,58.0,13.0,40.0,0.0
Private,Asian-Pac-Islander,Male,49.0,9.0,40.0,0.0
Local-gov,Black,Female,42.0,11.0,40.0,0.0
Self-emp-inc,White,Male,60.0,13.0,60.0,7298.0
Self-emp-inc,Asian-Pac-Islander,Male,43.0,14.0,60.0,0.0
Self-emp-not-inc,White,Male,56.0,9.0,55.0,0.0
Private,White,Male,26.0,13.0,40.0,0.0
Private,White,Male,36.0,9.0,50.0,0.0
Private,White,Male,41.0,13.0,70.0,0.0
State-gov,White,Female,26.0,14.0,40.0,0.0
Private,White,Male,33.0,9.0,30.0,0.0
Private,White,Male,20.0,9.0,40.0,0.0
Private,White,Male,52.0,7.0,40.0,0.0
Private,White,Male,48.0,12.0,60.0,0.0
Private,White,Male,33.0,9.0,40.0,0.0
Private,White,Male,31.0,9.0,40.0,0.0
Private,White,Male,24.0,10.0,30.0,0.0
Private,White,Female,33.0,9.0,40.0,0.0
Private,White,Female,57.0,13.0,45.0,0.0
Private,White,Female,26.0,9.0,56.0,0.0
Federal-gov,White,Male,44.0,10.0,60.0,0.0
Private,White,Female,42.0,12.0,24.0,0.0
Private,White,Female,25.0,13.0,50.0,0.0
Private,White,Male,56.0,10.0,50.0,0.0
Private,White,Male,40.0,9.0,40.0,0.0
Federal-gov,Black,Female,23.0,7.0,40.0,0.0
Private,White,Female,58.0,9.0,23.0,0.0
Private,White,Male,31.0,9.0,40.0,0.0
State-gov,White,Male,43.0,13.0,40.0,0.0
Private,White,Male,37.0,13.0,60.0,0.0
Private,White,Female,17.0,7.0,20.0,0.0
State-gov,White,Female,35.0,13.0,40.0,4101.0
Private,White,Male,41.0,13.0,50.0,7688.0
Private,White,Male,32.0,9.0,50.0,0.0
Private,White,Male,23.0,9.0,38.0,0.0
Private,White,Male,29.0,10.0,60.0,0.0
Private,White,Male,18.0,10.0,20.0,0.0
Private,White,Male,26.0,9.0,40.0,0.0
Private,White,Male,39.0,12.0,40.0,0.0
Private,White,Female,23.0,9.0,33.0,0.0
Private,Black,Male,42.0,9.0,45.0,7688.0
Private,Black,Male,20.0,10.0,40.0,0.0
Local-gov,White,Male,42.0,14.0,22.0,0.0
Private,White,Male,43.0,14.0,40.0,0.0
Local-gov,White,Female,42.0,13.0,45.0,0.0
Self-emp-not-inc,White,Male,44.0,10.0,60.0,0.0
Private,White,Male,53.0,11.0,40.0,0.0
Private,White,Female,20.0,10.0,35.0,0.0
Private,Black,Male,40.0,8.0,40.0,0.0
Private,White,Male,18.0,8.0,10.0,0.0
Local-gov,White,Male,79.0,7.0,7.0,0.0
Private,White,Female,25.0,13.0,30.0,2463.0
State-gov,White,Male,60.0,13.0,40.0,0.0
Private,White,Male,17.0,6.0,25.0,0.0
Private,White,Female,38.0,14.0,40.0,0.0
Private,White,Male,35.0,9.0,50.0,3325.0
Private,White,Male,41.0,9.0,40.0,0.0
Private,White,Female,25.0,9.0,8.0,0.0
Private,White,Male,29.0,10.0,40.0,2174.0
Private,White,Female,38.0,9.0,20.0,0.0
Private,White,Male,33.0,9.0,35.0,0.0
Private,White,Female,49.0,10.0,40.0,0.0
Private,White,Male,30.0,10.0,40.0,0.0
Self-emp-inc,White,Male,53.0,11.0,75.0,99999.0
Private,White,Male,54.0,9.0,40.0,5178.0
Private,White,Female,42.0,9.0,35.0,0.0
Local-gov,White,Female,50.0,9.0,40.0,0.0
Private,White,Male,30.0,9.0,45.0,0.0
Private,White,Male,54.0,12.0,40.0,0.0
Private,White,Male,58.0,6.0,40.0,5178.0
Private,White,Male,31.0,10.0,40.0,0.0
Private,White,Male,44.0,10.0,55.0,0.0
Private,White,Male,30.0,13.0,20.0,0.0
Private,White,Male,23.0,9.0,40.0,0.0
Private,White,Male,32.0,9.0,40.0,0.0
Federal-gov,Black,Male,28.0,9.0,40.0,0.0
Private,White,Male,33.0,10.0,40.0,0.0
Private,White,Female,54.0,7.0,50.0,0.0
Private,Asian-Pac-Islander,Female,61.0,13.0,30.0,0.0
Private,White,Male,20.0,9.0,30.0,0.0
Private,White,Female,55.0,9.0,40.0,0.0
Private,White,Male,46.0,6.0,40.0,0.0
Local-gov,White,Male,44.0,13.0,40.0,0.0
Private,White,Male,38.0,9.0,55.0,0.0
State-gov,White,Female,44.0,9.0,39.0,0.0
Private,White,Female,48.0,11.0,30.0,0.0
Private,White,Male,45.0,9.0,40.0,0.0
Private,White,Male,42.0,10.0,40.0,0.0
Private,White,Female,27.0,13.0,55.0,0.0
State-gov,White,Male,43.0,9.0,40.0,0.0
Private,White,Male,37.0,9.0,40.0,0.0
Private,White,Male,38.0,9.0,60.0,0.0
Private,White,Female,38.0,10.0,40.0,0.0
Private,White,Female,48.0,9.0,30.0,0.0
Private,White,Female,48.0,13.0,60.0,0.0
Federal-gov,White,Male,33.0,13.0,40.0,0.0
Private,White,Male,25.0,13.0,40.0,0.0
State-gov,White,Male,30.0,9.0,40.0,0.0
Private,White,Male,25.0,10.0,30.0,0.0
Private,White,Male,41.0,13.0,40.0,0.0
Self-emp-not-inc,White,Male,49.0,6.0,70.0,0.0
Private,Black,Female,41.0,10.0,40.0,0.0
Private,White,Male,59.0,10.0,12.0,0.0
Private,Black,Male,45.0,12.0,35.0,0.0
Private,Black,Female,62.0,9.0,40.0,0.0
Private,White,Male,29.0,9.0,40.0,0.0
Private,Black,Female,33.0,10.0,40.0,0.0
Private,White,Male,28.0,12.0,30.0,0.0
State-gov,White,Male,53.0,9.0,35.0,15024.0
Private,White,Male,31.0,13.0,40.0,0.0
Private,White,Male,38.0,7.0,40.0,0.0
Private,White,Male,43.0,9.0,99.0,0.0
Private,White,Male,33.0,9.0,40.0,0.0
Private,White,Male,39.0,10.0,50.0,0.0
Self-emp-inc,White,Male,38.0,13.0,80.0,15024.0
Private,White,Female,51.0,12.0,40.0,0.0
Private,White,Female,21.0,10.0,10.0,0.0
Private,White,Male,20.0,3.0,25.0,0.0
Self-emp-not-inc,White,Male,35.0,9.0,90.0,0.0
Private,White,Male,60.0,15.0,40.0,0.0
Private,White,Female,48.0,10.0,40.0,0.0
Private,White,Female,35.0,9.0,40.0,0.0
Local-gov,White,Male,29.0,13.0,55.0,0.0
Self-emp-inc,White,Male,52.0,13.0,60.0,0.0
Self-emp-not-inc,White,Male,49.0,10.0,25.0,0.0
Private,White,Male,24.0,9.0,40.0,0.0
Local-gov,Amer-Indian-Eskimo,Female,46.0,2.0,20.0,0.0
Private,White,Male,20.0,1.0,32.0,0.0
Private,White,Male,32.0,14.0,48.0,0.0
Federal-gov,Black,Female,41.0,11.0,40.0,0.0
Private,White,Male,19.0,7.0,20.0,0.0
Self-emp-inc,White,Male,83.0,9.0,20.0,0.0
Private,White,Male,42.0,12.0,55.0,0.0
Private,White,Female,36.0,10.0,40.0,0.0
Private,White,Male,41.0,10.0,40.0,0.0
Private,Black,Female,47.0,7.0,40.0,6849.0
Private,White,Male,33.0,9.0,60.0,0.0
Private,White,Male,32.0,10.0,50.0,0.0
Private,White,Male,35.0,13.0,37.0,0.0
Private,White,Male,23.0,9.0,96.0,0.0
Federal-gov,White,Male,47.0,13.0,40.0,0.0
Private,White,Male,21.0,10.0,40.0,0.0
Private,White,Male,64.0,12.0,40.0,0.0
Private,White,Female,45.0,14.0,40.0,0.0
Private,White,Male,52.0,9.0,40.0,0.0
